trial_id	strategy	repeat_id	lora_rank	lora_alpha	learning_rate	batch_size	grad_accum_steps	warmup_ratio	weight_decay	lora_targets	max_steps	val_accuracy	val_closed_acc	val_open_acc	train_loss	train_time_min	peak_vram_mb	status	notes	agent_reasoning	phase	temperature
183	random	6	8	32	0.000476	2	16	0.0471	0.0464	full	200	0.41	0.7541	0.082	0.6488442540168762	40.7	14258.0	completed				0.0
185	random	7	32	128	3.3e-05	1	4	0.0544	0.014	minimal	200	0.346	0.6639	0.043	1.0175362634658813	15.1	15371.1	completed				0.0
186	random	6	32	128	0.000218	1	4	0.0229	0.031	minimal	200	0.4	0.7377	0.0781	0.7836140084266663	15.0	14773.1	completed				0.0
187	random	7	32	32	0.000339	1	8	0.0092	0.023	medium	200	0.39	0.7418	0.0547	0.7345830178260804	21.4	16013.5	completed				0.0
188	random	6	64	256	0.000113	1	4	0.0513	0.0754	full	200	0.402	0.75	0.0703	0.736979455947876	17.8	15705.2	completed				0.0
189	random	6	4	4	1.9e-05	4	16	0.0163	0.0565	full	200	0.316	0.627	0.0195	1.7596765565872192	45.4	16079.4	completed				0.0
191	random	8	8	16	0.00011	2	8	0.012	0.0239	medium	200	0.364	0.7008	0.043	0.8929377698898315	23.2	4608.0	completed				0.0
190	random	9	16	16	5.3e-05	2	16	0.0533	0.0071	minimal	200	0.332	0.6516	0.0273	1.3772381925582886	32.7	4642.1	completed				0.0
192	random	8	16	32	0.000192	2	8	0.0729	0.0982	medium	200	0.388	0.7336	0.0586	0.8253512215614319	22.7	5224.4	completed				0.0
193	random	9	16	32	3.5e-05	2	4	0.0673	0.0537	minimal	200	0.318	0.627	0.0234	1.3382458329200744	15.3	5190.0	completed				0.0
195	random	9	16	64	2.7e-05	4	8	0.0866	0.0698	full	200	0.374	0.7131	0.0508	0.8876352238655091	28.5	5948.0	completed				0.0
194	random	8	16	32	7.1e-05	2	16	0.0392	0.0539	full	200	0.394	0.7582	0.0469	0.7894644165039062	40.5	5943.9	completed				0.0
196	random	9	64	128	0.000295	4	4	0.0807	0.0169	full	200	0.398	0.75	0.0625	0.6492964696884155	20.2	6758.6	completed				0.0
197	random	8	32	128	0.000165	4	4	0.0271	0.0714	minimal	200	0.394	0.7459	0.0586	0.7425534200668334	17.0	6424.4	completed				0.0
198	random	9	32	64	4.9e-05	1	16	0.0959	0.0957	full	200	0.394	0.7623	0.043	0.8198944664001465	37.1	7202.6	completed				0.0
199	random	8	64	256	0.000164	1	16	0.0927	0.0614	full	200	0.396	0.7664	0.043	0.6483954381942749	37.9	7356.6	completed				0.0
200	random	9	64	256	1.9e-05	2	8	0.0486	0.0953	minimal	200	0.36	0.6967	0.0391	0.9476404738426208	21.1	7636.4	completed				0.0
201	random	8	4	8	0.000331	4	16	0.0674	0.04	medium	200	0.384	0.7459	0.0391	0.8816621088981629	40.4	7685.5	completed				0.0
202	random	9	32	64	1.2e-05	2	8	0.093	0.0267	medium	200	0.316	0.623	0.0234	1.3820852470397949	22.6	8255.4	completed				0.0
204	random	9	16	64	3.1e-05	1	4	0.0697	0.0961	full	200	0.362	0.7008	0.0391	0.8998234176635742	18.0	8880.4	completed				0.0
203	random	8	32	64	7.2e-05	2	16	0.0586	0.0775	minimal	200	0.392	0.7418	0.0586	0.9421610403060913	31.8	8252.6	completed				0.0
205	random	9	16	64	0.000333	2	8	0.0114	0.0567	minimal	200	0.408	0.7869	0.0469	0.7175567626953125	21.1	9396.0	completed				0.0
206	random	8	4	16	5.2e-05	1	4	0.0135	0.0435	full	200	0.324	0.6475	0.0156	0.9225506448745727	17.8	8787.4	completed				0.0
208	random	8	32	32	0.000217	2	4	0.0345	0.0573	full	200	0.39	0.7541	0.043	0.7207839941978454	18.6	9578.6	completed				0.0
207	random	9	32	64	0.000322	4	16	0.0805	0.0408	minimal	200	0.41	0.7828	0.0547	0.7738068914413452	38.2	10105.0	completed				0.0
210	random	9	8	32	1.5e-05	2	4	0.0989	0.0578	minimal	200	0.334	0.6516	0.0312	1.7951354122161864	15.7	10566.9	completed				0.0
209	random	8	4	16	1.6e-05	4	16	0.0949	0.059	medium	200	0.334	0.6557	0.0273	1.7705950403213502	40.7	10077.5	completed				0.0
211	random	9	4	4	0.000396	2	16	0.0034	0.088	medium	200	0.386	0.7254	0.0625	0.8427957177162171	34.9	11215.1	completed				0.0
212	random	8	16	64	5.9e-05	4	8	0.0214	0.0076	full	200	0.4	0.7746	0.043	0.7294342756271363	28.7	10732.0	completed				0.0
213	random	9	16	32	0.000245	2	8	0.0905	0.0234	full	200	0.39	0.7541	0.043	0.7244983410835266	26.8	11893.8	completed				0.0
214	random	8	8	32	1.4e-05	1	8	0.0494	0.0676	medium	200	0.316	0.6148	0.0312	1.5098812627792357	21.3	11174.2	completed				0.0
215	random	9	32	64	0.000196	1	4	0.0294	0.0891	full	200	0.394	0.7459	0.0586	0.7408251667022705	17.7	12561.2	completed				0.0
216	random	8	64	128	0.000351	2	16	0.0246	0.0042	medium	200	0.426	0.7992	0.0703	0.657609941959381	35.1	11909.5	completed				0.0
217	random	9	8	8	2.6e-05	4	4	0.0669	0.0434	full	200	0.32	0.6311	0.0234	1.3454423999786378	20.1	13027.8	completed				0.0
218	random	8	16	16	0.000133	2	8	0.0913	0.0468	minimal	200	0.36	0.709	0.0273	1.064296202659607	20.8	12386.0	completed				0.0
219	random	9	8	8	3.5e-05	2	8	0.0595	0.0728	minimal	200	0.336	0.6557	0.0312	1.8283828449249269	20.9	13572.8	completed				0.0
220	random	8	16	64	2.6e-05	1	8	0.0451	0.0735	full	200	0.386	0.7418	0.0469	0.8654623007774354	24.4	13073.9	completed				0.0
221	random	9	4	16	0.000123	4	16	0.0617	0.0787	full	200	0.396	0.7623	0.0469	0.8098477220535278	46.4	14285.4	completed				0.0
222	random	8	64	64	1.3e-05	1	16	0.0094	0.0282	medium	200	0.318	0.623	0.0273	1.2550592088699342	32.0	13669.3	completed				0.0
224	random	8	8	8	0.000146	4	4	0.021	0.0054	minimal	200	0.336	0.6557	0.0312	1.063198516368866	17.1	14170.8	completed				0.0
223	random	9	64	256	0.000208	2	16	0.0723	0.0134	full	200	0.444	0.7951	0.1094	0.6048899483680725	42.3	15164.8	completed				0.0
225	random	8	32	32	7.5e-05	2	4	0.0589	0.087	minimal	200	0.342	0.6598	0.0391	1.0510983753204346	15.6	14780.5	completed				0.0
227	random	8	4	4	0.000251	2	8	0.0737	0.095	medium	200	0.368	0.7049	0.0469	1.0076301980018616	22.4	15366.9	completed				0.0
226	random	9	8	8	2.9e-05	4	8	0.0912	0.057	medium	200	0.334	0.6516	0.0312	1.7139788961410523	25.8	15410.3	completed				0.0
229	random	9	32	64	0.000263	1	4	0.0168	0.0095	minimal	200	0.408	0.7582	0.0742	0.799914813041687	15.0	15969.1	completed				0.0
228	random	8	8	16	6.3e-05	1	16	0.0395	0.0401	medium	200	0.336	0.6721	0.0156	1.0536585140228272	31.9	15974.1	completed				0.0
230	optuna	1	64	256	4e-05	2	4	0.0342	0.05	minimal	200	0.376	0.7213	0.0469	0.8415897679328919	16.6	4626.4	completed				0.0
231	optuna	0	16	16	4.7e-05	1	16	0.0086	0.0256	medium	200	0.324	0.6393	0.0234	1.1405979824066161	33.0	4624.3	completed				0.0
232	optuna	1	4	16	0.000158	2	4	0.0622	0.0884	medium	200	0.376	0.7172	0.0508	0.919925467967987	16.6	5180.9	completed				0.0
234	optuna	1	16	64	3.8e-05	1	8	0.0613	0.0816	medium	200	0.366	0.7213	0.0273	0.9796520590782165	21.1	5806.5	completed				0.0
233	optuna	0	32	64	1.5e-05	2	8	0.0844	0.0365	full	200	0.36	0.6967	0.0391	0.9768533396720886	25.5	5404.4	completed				0.0
235	optuna	1	4	16	0.000109	4	16	0.0205	0.0139	full	200	0.4	0.7705	0.0469	0.7785983037948608	46.6	6511.4	completed				0.0
236	optuna	0	4	8	0.000228	4	16	0.0947	0.0033	full	200	0.4	0.7582	0.0586	0.829367368221283	45.8	5913.4	completed				0.0
237	optuna	1	8	8	2.9e-05	1	4	0.0426	0.0769	medium	200	0.334	0.6557	0.0273	1.6828814458847046	15.7	6980.7	completed				0.0
238	optuna	0	64	256	0.000109	2	4	0.0948	0.041	minimal	200	0.386	0.7336	0.0547	0.8019526433944703	15.5	6424.5	completed				0.0
239	optuna	1	16	16	0.000273	1	8	0.0719	0.035	full	200	0.376	0.7295	0.0391	0.7716534233093262	24.2	7691.9	completed				0.0
240	optuna	0	64	64	8.3e-05	4	8	0.0738	0.0988	medium	200	0.382	0.7295	0.0508	0.8674182081222535	25.4	7125.5	completed				0.0
242	optuna	0	32	64	1.8e-05	1	8	0.0093	0.044	minimal	200	0.32	0.627	0.0273	1.327019419670105	19.6	7604.5	completed				0.0
241	optuna	1	8	16	8.7e-05	2	16	0.0397	0.082	medium	200	0.36	0.7131	0.0234	0.9868681073188782	34.7	8234.3	completed				0.0
243	optuna	0	64	64	3.3e-05	1	4	0.0381	0.0639	full	200	0.364	0.7049	0.0391	0.860001425743103	17.9	8529.2	completed				0.0
244	optuna	1	8	32	0.000221	2	8	0.0403	0.0858	medium	200	0.396	0.7541	0.0547	0.779056351184845	22.6	8798.1	completed				0.0
245	optuna	0	32	128	1.1e-05	1	8	0.077	0.0046	full	200	0.362	0.7049	0.0352	0.9342386937141418	24.6	8980.6	completed				0.0
247	optuna	0	32	128	0.000272	4	4	0.0015	0.0272	full	200	0.406	0.7705	0.0586	0.6233992958068848	20.0	9594.5	completed				0.0
246	optuna	1	8	16	0.000115	1	16	0.0924	0.0702	full	200	0.38	0.7418	0.0352	0.8574753856658935	37.8	9439.9	completed				0.0
248	optuna	0	64	256	2.9e-05	2	8	0.0789	0.0638	full	200	0.396	0.7664	0.043	0.7389775967597961	26.5	10346.6	completed				0.0
249	optuna	1	8	32	0.000214	1	16	0.0859	0.0472	minimal	200	0.382	0.7295	0.0508	0.8787279438972473	29.4	9984.8	completed				0.0
250	optuna	0	8	32	0.000438	4	4	0.0346	0.0205	medium	200	0.402	0.7664	0.0547	0.7193841528892517	17.9	10592.1	completed				0.0
252	optuna	0	8	32	0.000469	4	4	0.0323	0.0223	medium	200	0.398	0.7664	0.0469	0.7162140655517578	17.9	11190.1	completed				0.0
251	optuna	1	4	4	1e-05	4	16	0.003	0.0001	full	200	0.316	0.6107	0.0352	2.435394010543823	46.3	10697.4	completed				0.0
253	optuna	0	8	32	0.000499	4	4	0.0236	0.021	medium	200	0.4	0.7623	0.0547	0.7033882069587708	17.8	11788.1	completed				0.0
255	optuna	0	8	32	0.000203	4	4	0.0565	0.0617	medium	200	0.386	0.7336	0.0547	0.801483416557312	17.9	12386.1	completed				0.0
254	optuna	1	32	128	0.00044	4	8	0.0226	0.0164	full	200	0.444	0.791	0.1133	0.5915687036514282	29.0	11422.7	completed				0.0
256	optuna	0	16	64	0.000233	4	4	0.0	0.0146	minimal	200	0.396	0.7541	0.0547	0.7056436824798584	17.3	12984.0	completed				0.0
257	optuna	1	32	128	0.000481	4	8	0.0163	0.0103	full	200	0.44	0.7951	0.1016	0.5900222659111023	29.1	12020.7	completed				0.0
258	optuna	0	4	16	0.000149	4	4	0.053	0.0318	full	200	0.388	0.7582	0.0352	0.786180567741394	20.1	13594.8	completed				0.0
260	optuna	0	8	32	0.000304	4	4	0.022	0.0552	medium	200	0.398	0.7664	0.0469	0.7316921877861023	17.9	14180.1	completed				0.0
259	optuna	1	32	128	0.000347	4	8	0.0109	0.0227	full	200	0.43	0.7787	0.0977	0.5887835478782654	28.9	12618.7	completed				0.0
262	optuna	1	32	128	0.000402	4	8	0.0197	0.0048	full	200	0.438	0.7869	0.1055	0.5880187320709228	28.9	13216.7	completed				0.0
261	optuna	0	32	128	0.000345	4	16	0.0406	0.0128	full	200	0.454	0.7951	0.1289	0.5600867819786072	46.9	15069.1	completed				0.0
263	optuna	1	32	64	0.000492	4	8	0.0247	0.0281	full	200	0.438	0.7951	0.0977	0.6075670385360717	28.7	13814.7	completed				0.0
264	optuna	0	32	32	0.000133	4	16	0.0656	0.0093	full	200	0.418	0.7992	0.0547	0.7449156880378723	46.2	15667.1	completed				0.0
265	optuna	1	32	128	6.3e-05	4	8	0.0019	0.0143	full	200	0.418	0.8033	0.0508	0.6589070248603821	28.9	14412.7	completed				0.0
267	optuna	1	32	128	0.000492	4	8	0.0282	0.0417	minimal	200	0.406	0.7623	0.0664	0.674476375579834	24.0	14830.6	completed				0.0
266	optuna	0	32	32	6.6e-05	2	16	0.064	0.0871	full	200	0.382	0.7336	0.0469	0.8312208437919617	40.7	16206.7	completed				0.0
268	optuna	1	64	64	1.4e-05	4	8	0.0117	0.0143	full	200	0.372	0.7213	0.0391	0.9095410990715027	28.4	15762.8	completed				0.0
269	optuna	1	32	64	0.000156	4	8	0.0141	0.0592	full	200	0.412	0.7787	0.0625	0.6492557096481323	28.2	16206.7	completed				0.0
271	optuna	3	4	8	2.8e-05	1	16	0.0072	0.0666	full	200	0.326	0.6393	0.0273	1.2190144085884094	38.3	4618.7	completed				0.0
270	optuna	2	64	128	0.000403	1	16	0.0337	0.0789	full	200	0.402	0.7705	0.0508	0.6298723983764648	38.6	4958.4	completed				0.0
273	optuna	2	4	16	0.000323	1	4	0.0411	0.0679	minimal	200	0.368	0.709	0.043	0.901131763458252	14.8	5166.7	completed				0.0
272	optuna	3	64	64	0.000262	1	4	0.0707	0.0013	medium	200	0.392	0.7336	0.0664	0.8117716193199158	15.7	5267.7	completed				0.0
274	optuna	2	4	4	2e-05	1	16	0.0718	0.0488	minimal	200	0.328	0.623	0.0469	2.9142312240600585	28.6	5788.1	completed				0.0
275	optuna	3	4	4	3e-05	4	16	0.0029	0.0401	full	200	0.33	0.6516	0.0234	1.4653079986572266	47.1	5913.4	completed				0.0
276	optuna	2	16	32	2.7e-05	2	4	0.0655	0.087	minimal	200	0.318	0.6189	0.0312	1.4637504863739013	15.3	6386.0	completed				0.0
278	optuna	2	8	32	0.00028	2	4	0.0617	0.0119	medium	200	0.4	0.7664	0.0508	0.7980160427093506	16.3	6984.1	completed				0.0
277	optuna	3	64	256	3.9e-05	2	16	0.079	0.072	medium	200	0.398	0.7623	0.0508	0.80962317943573	35.3	6527.5	completed				0.0
280	optuna	3	16	64	0.000294	2	8	0.0674	0.086	minimal	200	0.398	0.7623	0.0508	0.7784748244285583	21.3	7004.0	completed				0.0
279	optuna	2	64	128	0.000167	4	16	0.0282	0.0269	medium	200	0.422	0.7828	0.0781	0.6882172179222107	40.6	7781.9	completed				0.0
282	optuna	2	4	8	0.000214	4	8	0.0955	0.0671	full	200	0.378	0.7336	0.0391	0.8503906345367431	28.6	8247.0	completed				0.0
281	optuna	3	16	64	1.1e-05	2	16	0.0805	0.0123	medium	200	0.332	0.6557	0.0234	1.4061150598526	35.1	7654.7	completed				0.0
284	optuna	3	16	16	0.000246	1	8	0.0274	0.0243	medium	200	0.378	0.709	0.0625	0.8281548833847046	21.4	8202.6	completed				0.0
283	optuna	2	16	16	4.2e-05	1	8	0.0565	0.0929	full	200	0.34	0.6598	0.0352	0.9862488031387329	24.2	8887.9	completed				0.0
286	optuna	2	64	256	0.000477	1	4	0.0259	0.0916	minimal	200	0.402	0.7418	0.0781	0.7578416800498963	14.7	9407.0	completed				0.0
285	optuna	3	64	256	0.000102	4	8	0.0721	0.0223	full	200	0.434	0.7951	0.0898	0.6392272686958314	29.4	9184.8	completed				0.0
288	optuna	3	64	256	1e-05	1	4	0.0793	0.0883	full	200	0.366	0.7131	0.0352	0.8949372482299804	18.2	9725.2	completed				0.0
287	optuna	2	16	32	1.1e-05	4	16	0.0527	0.0769	medium	200	0.334	0.6598	0.0234	1.640580825805664	40.6	10105.1	completed				0.0
289	optuna	3	16	16	0.000334	4	4	0.0307	0.0798	medium	200	0.39	0.7377	0.0586	0.7866010236740112	18.0	10012.5	completed				0.0
291	optuna	3	32	64	0.000101	4	8	0.0502	0.0447	minimal	200	0.392	0.7336	0.0664	0.8855572390556335	24.3	10644.6	completed				0.0
290	optuna	2	32	64	0.00011	4	16	0.0057	0.0144	medium	200	0.394	0.7664	0.0391	0.7527698206901551	40.6	10740.0	completed				0.0
292	optuna	3	8	32	7.9e-05	2	8	0.0977	0.0614	full	200	0.384	0.75	0.0352	0.8362457966804504	26.5	11233.8	completed				0.0
293	optuna	2	64	128	0.000116	4	16	0.0262	0.036	full	200	0.444	0.7992	0.1055	0.6198857402801514	47.7	11635.2	completed				0.0
294	optuna	3	64	256	4.1e-05	4	16	0.094	0.0223	full	200	0.426	0.791	0.0781	0.6912211799621581	49.2	12233.2	completed				0.0
295	optuna	2	64	128	0.000111	4	16	0.0153	0.0327	full	200	0.432	0.7869	0.0938	0.6133814573287963	47.3	12233.2	completed				0.0
296	optuna	3	64	256	0.000134	4	16	0.0997	0.0282	full	200	0.452	0.7869	0.1328	0.5971623754501343	48.0	12831.2	completed				0.0
297	optuna	2	64	128	7.9e-05	4	16	0.0064	0.0412	full	200	0.428	0.7787	0.0938	0.6298998785018921	47.1	12831.2	completed				0.0
298	optuna	3	64	256	0.000135	4	8	0.0591	0.0322	full	200	0.432	0.8033	0.0781	0.6192743468284607	29.1	13370.8	completed				0.0
299	optuna	2	64	128	0.00012	4	16	0.0163	0.0323	full	200	0.438	0.7828	0.1094	0.6082021737098694	46.6	13429.2	completed				0.0
300	optuna	3	32	128	0.00015	4	16	0.0992	0.0115	full	200	0.444	0.7992	0.1055	0.6337723350524902	46.7	13873.1	completed				0.0
301	optuna	2	32	32	5.2e-05	4	16	0.0176	0.0027	full	200	0.396	0.7623	0.0469	0.8025256776809693	46.1	13873.1	completed				0.0
302	optuna	3	32	64	0.000166	4	16	0.0996	0.0065	minimal	200	0.392	0.7623	0.0391	0.8603453159332275	38.7	14291.0	completed				0.0
303	optuna	2	8	16	0.000134	4	8	0.0413	0.0547	full	200	0.38	0.7418	0.0352	0.7918776750564576	29.4	14258.0	completed				0.0
304	optuna	3	32	128	0.000491	4	16	0.0893	0.0536	full	200	0.47	0.8115	0.1445	0.5554913532733917	48.7	15069.1	completed				0.0
305	optuna	2	64	128	7.2e-05	2	16	0.0006	0.0284	full	200	0.414	0.791	0.0547	0.6534113168716431	41.0	15164.8	completed				0.0
306	optuna	3	8	32	0.000362	4	16	0.0873	0.0573	full	200	0.438	0.7746	0.1172	0.6580773329734803	46.6	15512.4	completed				0.0
307	optuna	2	64	256	0.000201	4	16	0.0177	0.0416	full	200	0.46	0.7828	0.1523	0.5434189999103546	46.6	15821.2	completed				0.0
308	optuna	3	32	64	0.000489	4	16	0.0336	0.052	full	200	0.458	0.8197	0.1133	0.5761537384986878	46.4	16265.1	completed				0.0
309	optuna	2	64	256	0.000226	4	8	0.0415	0.0554	full	200	0.436	0.7992	0.0898	0.5944351530075074	28.8	16360.8	completed				0.0
311	optuna	5	32	64	0.000127	1	4	0.0378	0.0283	minimal	200	0.39	0.7459	0.0508	0.8844556164741516	15.9	4600.9	completed				0.0
310	optuna	4	64	64	3.4e-05	2	16	0.0148	0.095	minimal	200	0.348	0.6762	0.0352	1.0555654311180114	32.8	4676.5	completed				0.0
312	optuna	5	32	128	0.00018	1	16	0.026	0.0812	minimal	200	0.404	0.7623	0.0625	0.7362798166275024	29.7	5222.3	completed				0.0
313	optuna	4	32	64	5.6e-05	4	16	0.0947	0.0221	medium	200	0.392	0.7459	0.0547	0.9352142858505249	40.4	5358.0	completed				0.0
314	optuna	5	32	32	0.000265	1	16	0.0034	0.0629	full	200	0.404	0.7746	0.0508	0.657139024734497	37.6	6000.4	completed				0.0
316	optuna	5	32	32	2e-05	2	4	0.0697	0.0675	full	200	0.34	0.6557	0.0391	1.0427194142341614	18.4	6584.5	completed				0.0
315	optuna	4	8	8	2.4e-05	4	16	0.0319	0.0178	full	200	0.326	0.6434	0.0234	1.3555539417266846	45.8	5944.4	completed				0.0
317	optuna	5	4	4	1.7e-05	1	8	0.0584	0.0334	medium	200	0.332	0.6393	0.0391	2.6131803512573244	21.1	6974.9	completed				0.0
318	optuna	4	32	64	0.000141	1	8	0.0093	0.05	medium	200	0.406	0.7787	0.0508	0.7535136198997497	21.0	6445.5	completed				0.0
319	optuna	5	16	16	0.000364	1	8	0.0558	0.0252	full	200	0.38	0.7377	0.0391	0.7424576449394226	24.6	7687.8	completed				0.0
320	optuna	4	8	32	4.4e-05	1	16	0.0598	0.0078	minimal	200	0.334	0.6557	0.0273	1.169291603565216	29.6	6994.8	completed				0.0
321	optuna	5	8	32	1.4e-05	1	8	0.0878	0.0939	minimal	200	0.334	0.6557	0.0273	1.8286522674560546	20.0	8170.8	completed				0.0
322	optuna	4	32	64	8e-05	4	16	0.0843	0.0743	medium	200	0.386	0.7418	0.0469	0.8727611184120179	40.6	7750.0	completed				0.0
323	optuna	5	16	64	5.8e-05	4	16	0.0011	0.0122	minimal	200	0.38	0.7336	0.043	0.896634132862091	38.2	8890.6	completed				0.0
325	optuna	5	8	32	0.000258	1	4	0.0923	0.0606	minimal	200	0.378	0.7131	0.0586	0.917334418296814	14.8	9363.4	completed				0.0
326	optuna	5	8	32	0.000209	1	4	0.077	0.0657	minimal	200	0.37	0.7049	0.0508	0.9272147631645202	15.0	9961.4	completed				0.0
324	optuna	4	4	8	0.000319	4	16	0.0794	0.0531	medium	200	0.386	0.7459	0.043	0.8971995806694031	40.7	8283.5	completed				0.0
328	optuna	4	16	32	0.000312	2	8	0.0353	0.079	full	200	0.394	0.7623	0.043	0.6768804359436035	25.8	8903.8	completed				0.0
327	optuna	5	64	128	6.1e-05	2	16	0.0319	0.0875	medium	200	0.4	0.7664	0.0508	0.7896399736404419	35.1	10713.5	completed				0.0
329	optuna	4	64	256	1.5e-05	2	16	0.0629	0.0265	medium	200	0.374	0.7131	0.0508	0.9201737880706787	34.5	9517.5	completed				0.0
330	optuna	5	32	32	0.000132	4	16	0.0041	0.0814	full	200	0.416	0.791	0.0586	0.6748300290107727	46.4	11481.1	completed				0.0
331	optuna	4	16	32	0.00039	2	8	0.0663	0.0127	minimal	200	0.396	0.7582	0.0508	0.8025431966781617	20.9	9994.0	completed				0.0
333	optuna	4	32	32	0.000137	1	4	0.0025	0.0486	medium	200	0.382	0.7295	0.0508	0.8352806735038757	15.6	10624.0	completed				0.0
334	optuna	4	16	32	0.000171	1	8	0.0475	0.0421	minimal	200	0.37	0.6926	0.0625	0.8889534330368042	19.6	11174.1	completed				0.0
332	optuna	5	32	128	0.000114	4	16	0.0216	0.083	full	200	0.436	0.7787	0.1094	0.6139213418960572	46.8	12079.1	completed				0.0
335	optuna	4	16	32	0.000471	2	8	0.0196	0.0371	minimal	200	0.388	0.7418	0.0508	0.7374825072288513	20.8	11788.0	completed				0.0
337	optuna	4	4	8	0.000133	1	8	0.0671	0.0006	minimal	200	0.338	0.6598	0.0312	1.16171804189682	19.5	12356.3	completed				0.0
336	optuna	5	32	32	0.000106	4	16	0.0161	0.0996	full	200	0.41	0.791	0.0469	0.7183064079284668	46.5	12677.1	completed				0.0
338	optuna	4	16	32	0.00022	2	8	0.0458	0.0627	full	200	0.382	0.75	0.0312	0.7037080121040344	25.9	13089.8	completed				0.0
340	optuna	4	32	128	9.4e-05	1	4	0.0005	0.0334	medium	200	0.402	0.7459	0.0742	0.7766649079322815	15.6	13614.0	completed				0.0
339	optuna	5	64	128	4.8e-05	4	16	0.0169	0.079	full	200	0.416	0.791	0.0586	0.679634404182434	46.9	13429.2	completed				0.0
341	optuna	4	32	128	0.000102	1	4	0.0007	0.0315	medium	200	0.388	0.7172	0.0742	0.772383587360382	15.7	14212.0	completed				0.0
343	optuna	4	32	128	8.2e-05	1	4	0.0132	0.0626	medium	200	0.398	0.7418	0.0703	0.7978158521652222	15.6	14810.0	completed				0.0
344	optuna	4	32	128	0.000188	1	4	0.0269	0.0576	medium	200	0.392	0.7377	0.0625	0.7685616993904114	15.7	15408.0	completed				0.0
342	optuna	5	4	4	2.9e-05	4	16	0.0436	0.0472	full	200	0.33	0.6516	0.0234	1.5305308246612548	46.6	13687.4	completed				0.0
345	optuna	4	32	128	1.1e-05	1	4	0.0082	0.0435	medium	200	0.328	0.6475	0.0234	1.1300328540802003	15.6	16006.0	completed				0.0
346	optuna	5	32	128	9.8e-05	4	16	0.0168	0.0481	full	200	0.432	0.7828	0.0977	0.620220193862915	45.9	14471.1	completed				0.0
347	optuna	5	32	128	0.000488	4	16	0.0212	0.0477	full	200	0.468	0.7951	0.1562	0.5434308993816376	45.6	15069.1	completed				0.0
348	optuna	5	32	128	0.000488	4	16	0.0259	0.0416	medium	200	0.434	0.8033	0.082	0.6111634445190429	39.7	15524.0	completed				0.0
349	optuna	5	4	16	3.2e-05	4	8	0.0504	0.0014	full	200	0.344	0.6803	0.0234	1.046895773410797	28.3	16021.0	completed				0.0
350	optuna	6	8	16	8.5e-05	1	16	0.0461	0.0029	minimal	200	0.346	0.6762	0.0312	1.1117301869392395	30.6	4596.7	completed				0.0
351	optuna	7	64	64	0.000304	4	16	0.0149	0.0962	minimal	200	0.402	0.7705	0.0508	0.7196630573272705	39.4	4739.0	completed				0.0
353	optuna	7	16	16	2.4e-05	2	4	0.0061	0.0984	minimal	200	0.338	0.6598	0.0312	1.7307203006744385	15.5	5194.1	completed				0.0
352	optuna	6	4	4	1.7e-05	1	8	0.0934	0.0722	full	200	0.32	0.627	0.0273	1.9207140159606935	24.5	5200.8	completed				0.0
355	optuna	6	4	8	1.8e-05	4	4	0.0746	0.0687	minimal	200	0.328	0.6393	0.0312	2.5432095909118653	17.0	5794.2	completed				0.0
354	optuna	7	64	128	1.2e-05	4	16	0.0823	0.0396	medium	200	0.346	0.6721	0.0352	1.122062268257141	41.2	5987.9	completed				0.0
356	optuna	6	64	256	7.7e-05	1	8	0.0602	0.0455	minimal	200	0.376	0.7172	0.0508	0.8081320667266846	19.8	6424.5	completed				0.0
357	optuna	7	64	128	2.5e-05	1	16	0.0346	0.0612	full	200	0.392	0.7705	0.0312	0.7674525713920594	38.8	6758.6	completed				0.0
358	optuna	6	64	64	1.8e-05	1	16	0.0831	0.0321	full	200	0.366	0.709	0.0391	0.9460764861106873	38.3	7356.6	completed				0.0
359	optuna	7	4	8	0.000349	4	4	0.0889	0.0237	medium	200	0.4	0.7623	0.0547	0.8877297019958497	18.1	6994.9	completed				0.0
360	optuna	6	64	64	8.1e-05	4	4	0.0782	0.0796	medium	200	0.39	0.7459	0.0508	0.866980094909668	18.0	7689.3	completed				0.0
362	optuna	6	64	128	0.000294	4	4	0.0587	0.0004	full	200	0.388	0.7336	0.0586	0.6405726742744445	20.3	8552.6	completed				0.0
361	optuna	7	16	64	0.000425	4	8	0.0835	0.0074	full	200	0.438	0.7992	0.0938	0.6340910816192626	29.3	7742.0	completed				0.0
364	optuna	7	8	16	1.9e-05	2	4	0.0856	0.0346	medium	200	0.324	0.6311	0.0312	1.6653197479248047	16.5	8184.2	completed				0.0
363	optuna	6	32	128	0.000104	4	8	0.023	0.0125	full	200	0.428	0.7992	0.0742	0.6465702867507934	29.2	9030.7	completed				0.0
365	optuna	7	16	64	1.3e-05	2	4	0.0357	0.0658	medium	200	0.316	0.623	0.0234	1.3053503036499023	16.5	8800.6	completed				0.0
366	optuna	6	16	64	5.4e-05	2	8	0.0201	0.0629	minimal	200	0.36	0.6967	0.0391	0.935967526435852	21.1	9396.0	completed				0.0
367	optuna	7	16	16	0.000281	2	4	0.0473	0.0842	medium	200	0.392	0.7459	0.0547	0.8364622879028321	16.4	9398.6	completed				0.0
368	optuna	6	32	32	4.1e-05	2	4	0.0334	0.0459	minimal	200	0.322	0.6393	0.0195	1.224945480823517	15.5	9996.5	completed				0.0
